,age,occupation,sex,capital_loss,education_num,capital_gain,marital_status,hours_week,over_50kActual,over_50kPredicted
6845,63,4,1,0,13,15024,2,45,1,1
6846,39,6,1,0,4,0,2,48,0,0
6847,24,1,0,0,11,0,2,40,0,0
6848,26,1,0,0,12,0,4,32,0,0
6849,33,14,1,0,9,0,2,20,0,0
6850,30,10,1,2002,12,0,2,40,0,0
6851,64,7,1,0,9,0,2,40,0,0
6852,27,10,1,0,13,0,4,40,0,0
6853,24,3,1,0,9,0,4,40,0,0
6854,22,14,1,0,8,0,4,30,0,0
6855,45,7,0,0,3,0,4,35,0,0
6856,33,7,0,0,9,0,5,40,0,0
6857,58,10,0,0,13,99999,2,35,1,1
6858,31,3,1,0,9,0,2,40,1,0
6859,30,4,1,0,14,0,4,40,0,0
6860,57,4,1,0,13,0,2,50,0,1
6861,19,0,1,0,10,0,4,50,0,0
6862,32,12,1,0,10,0,0,30,0,0
6863,50,3,1,0,10,0,2,70,0,0
6864,30,14,1,0,9,0,4,40,0,0
6865,57,14,1,0,15,15024,2,50,1,1
6866,41,12,0,0,13,0,5,30,0,0
6867,35,10,1,0,13,0,4,40,0,0
6868,22,8,1,0,9,0,4,80,0,0
6869,38,8,0,0,10,0,2,20,1,0
6870,30,3,1,0,9,0,2,40,0,0
6871,31,1,1,0,10,0,4,40,0,0
6872,30,10,1,0,10,0,4,40,0,0
6873,60,3,1,0,9,0,2,40,0,0
6874,20,12,1,0,9,0,4,40,0,0
6875,46,14,1,0,9,15024,2,44,1,1
6876,39,4,1,0,13,0,4,40,0,0
6877,32,3,1,0,6,0,2,40,0,0
6878,27,0,1,0,9,0,4,40,0,0
6879,65,5,1,0,9,0,2,24,0,0
6880,43,4,1,0,10,0,2,40,0,1
6881,27,3,1,0,9,0,2,60,1,0
6882,39,0,0,0,1,0,6,20,0,0
6883,34,14,1,0,9,0,2,40,0,0
6884,40,4,1,0,13,0,4,50,0,1
6885,49,13,1,0,9,4787,0,40,1,1
6886,42,11,1,0,9,0,0,35,0,0
6887,36,4,1,0,11,0,5,48,0,0
6888,26,10,1,0,15,99999,2,60,1,1
6889,32,12,1,0,10,0,2,40,1,0
6890,38,10,1,0,14,7298,2,50,1,1
6891,59,0,0,2205,10,0,6,40,0,0
6892,36,5,1,0,9,0,2,40,0,0
6893,44,1,1,0,10,0,0,40,0,0
6894,35,4,1,0,13,0,2,60,0,1
6895,45,12,0,0,11,14344,4,48,1,1
6896,33,12,1,0,9,0,2,40,1,0
6897,17,3,0,0,6,0,4,30,0,0
6898,77,0,1,0,9,0,2,15,0,0
6899,34,4,1,0,10,0,2,55,1,1
6900,44,14,1,0,9,0,2,40,0,0
6901,31,8,1,0,9,0,2,40,0,0
6902,22,1,0,0,13,0,4,20,0,0
6903,59,7,1,0,10,0,2,50,0,0
6904,37,1,0,0,7,0,5,40,0,0
6905,61,7,0,0,10,0,6,40,0,0
6906,70,3,1,0,10,0,2,25,0,0
6907,45,3,1,0,11,0,2,40,0,1
6908,23,13,0,0,10,4101,4,40,0,0
6909,21,1,1,0,10,0,4,30,0,0
6910,25,8,0,0,9,0,4,40,0,0
6911,35,3,1,0,13,0,2,40,0,1
6912,61,1,1,0,10,0,2,50,1,0
6913,32,10,1,0,14,0,2,50,0,0
6914,27,5,0,0,9,0,4,40,0,0
6915,38,1,0,0,13,0,4,50,0,0
6916,18,1,1,0,10,0,4,25,0,0
6917,63,0,1,0,9,0,2,40,0,0
6918,47,3,1,0,10,0,2,50,1,1
6919,19,0,1,0,9,0,4,40,0,0
6920,20,12,0,0,10,0,5,40,0,0
6921,45,12,1,0,9,0,4,40,0,0
6922,42,1,0,0,9,3325,0,40,0,0
6923,62,4,1,0,9,0,0,40,0,0
6924,58,12,0,0,9,0,0,24,0,0
6925,19,8,0,0,10,0,4,20,0,0
6926,20,1,0,0,9,0,0,40,0,0
6927,46,4,0,0,9,15024,2,40,1,1
6928,46,12,1,0,9,0,2,65,1,0
6929,37,8,0,0,13,0,0,48,0,1
6930,40,4,1,0,14,0,3,35,1,0
6931,46,10,1,0,16,0,2,60,1,1
6932,30,4,1,0,7,0,2,40,0,0
6933,41,3,1,0,9,0,2,40,1,1
6934,65,3,1,0,4,0,2,40,0,0
6935,36,3,1,0,9,3908,2,55,0,0
6936,39,12,1,0,9,4064,2,38,0,0
6937,41,10,1,1974,14,0,0,40,0,1
6938,27,6,1,0,9,0,4,40,0,0
6939,51,5,1,0,9,0,4,45,0,0
6940,23,1,0,0,10,0,4,40,0,0
6941,31,12,0,0,10,0,0,30,0,0
6942,45,7,1,0,9,0,2,45,1,0
6943,25,8,0,0,8,0,2,40,0,0
6944,34,3,1,0,5,0,0,40,0,0
6945,34,10,1,0,14,0,2,40,0,1
6946,47,8,0,0,9,0,4,40,0,0
6947,39,6,1,0,9,0,4,48,0,0
6948,61,7,0,0,9,0,0,40,0,0
6949,38,3,1,0,9,0,0,41,0,0
6950,41,12,1,0,13,7688,2,50,1,1
6951,64,10,1,0,9,0,2,30,0,0
6952,33,8,1,0,10,0,4,40,0,0
6953,25,7,1,0,9,0,2,40,0,0
6954,23,3,1,0,9,0,4,40,0,0
6955,54,13,1,0,9,0,2,50,1,0
6956,34,3,1,0,2,0,2,40,0,0
6957,37,1,0,0,10,0,0,40,0,0
6958,24,8,1,0,9,0,4,40,0,0
6959,61,10,1,0,13,0,2,40,1,0
6960,22,1,0,0,13,0,4,32,0,0
6961,27,10,0,0,16,0,4,70,0,0
6962,23,6,1,0,5,0,4,36,0,0
6963,47,12,1,0,13,0,2,60,0,1
6964,33,13,1,0,11,0,2,40,1,0
6965,23,10,0,0,13,0,4,20,0,0
6966,72,6,0,0,4,0,2,10,0,0
6967,26,11,1,0,10,0,4,55,0,0
6968,30,2,1,0,10,0,2,48,1,0
6969,28,1,0,0,10,0,5,30,0,0
6970,36,6,1,0,9,0,4,40,0,0
6971,26,8,0,0,9,0,4,20,0,0
6972,29,7,0,0,9,0,0,40,0,0
6973,42,4,1,0,11,0,2,60,0,0
6974,39,10,1,0,13,0,2,40,1,1
6975,54,1,1,0,14,0,2,40,0,1
6976,48,7,1,0,2,0,5,48,0,0
6977,61,7,1,0,9,0,2,40,0,0
6978,34,1,1,0,10,0,2,60,0,0
6979,26,3,1,1848,9,0,2,60,1,1
6980,44,3,1,0,10,5178,2,50,1,1
6981,48,4,1,0,13,0,2,60,1,1
6982,23,1,0,0,10,0,0,20,0,0
6983,41,1,1,0,9,3464,2,40,0,0
6984,33,1,0,0,10,0,4,38,0,0
6985,40,1,0,0,10,0,0,40,0,0
6986,35,12,1,0,9,0,2,50,0,0
6987,29,3,1,1974,9,0,4,35,0,0
6988,52,12,1,1902,9,0,2,60,1,1
6989,43,10,0,0,11,0,2,36,1,0
6990,38,4,1,0,9,0,5,25,0,0
6991,46,4,0,0,11,0,0,36,0,0
6992,17,1,0,0,6,0,4,16,0,0
6993,52,7,0,0,8,0,5,40,0,0
6994,32,8,0,0,10,0,4,15,0,0
6995,38,3,1,0,9,0,0,40,0,0
6996,43,4,1,0,14,0,2,50,1,1
6997,53,0,0,0,10,0,2,5,0,0
6998,31,10,1,0,13,0,3,40,0,0
6999,44,8,0,0,4,0,5,38,0,0
7000,58,0,0,0,10,0,4,40,0,0
7001,18,12,0,0,9,0,4,18,0,0
7002,31,8,1,0,9,0,4,16,0,0
7003,47,3,1,0,13,0,2,40,0,1
7004,63,5,0,0,6,0,6,56,0,0
7005,55,3,1,0,9,0,2,40,1,0
7006,24,12,1,0,10,0,0,40,0,0
7007,17,12,0,0,7,0,4,15,0,0
7008,34,4,1,0,14,0,2,40,0,1
7009,48,8,0,0,9,0,0,20,0,0
7010,39,6,1,0,9,0,2,40,0,0
7011,41,4,0,0,10,0,0,40,0,0
7012,31,1,1,0,13,0,2,40,0,1
7013,49,8,1,0,3,0,2,40,0,0
7014,40,1,0,0,10,2977,4,35,0,0
7015,36,1,0,0,10,0,4,35,0,0
7016,58,13,0,0,13,0,6,40,1,0
7017,49,4,1,0,9,0,0,40,0,0
7018,49,10,1,0,10,0,2,40,1,0
7019,23,12,1,0,9,0,4,20,0,0
7020,36,3,1,0,7,0,2,40,0,0
7021,52,1,0,0,10,0,2,35,1,0
7022,41,4,1,0,11,0,2,40,1,0
7023,38,4,1,1741,13,0,4,40,0,0
7024,28,7,1,0,9,2580,2,40,0,0
7025,40,7,1,0,10,4386,2,50,1,1
7026,43,4,1,0,9,15024,2,50,1,1
7027,21,10,1,0,10,0,4,40,0,0
7028,50,10,1,0,11,0,2,40,0,1
7029,20,3,1,0,9,0,4,40,0,0
7030,24,3,1,0,10,0,4,15,0,0
7031,31,4,0,0,13,0,4,40,0,0
7032,33,7,1,0,9,0,2,40,0,0
7033,25,0,0,0,10,0,4,20,0,0
7034,34,6,1,0,9,0,2,70,0,0
7035,49,13,1,0,10,0,2,40,1,0
7036,22,6,1,0,9,0,4,40,0,0
7037,39,4,0,3004,11,0,6,40,1,1
7038,61,0,1,0,14,0,2,2,1,0
7039,30,10,0,0,14,0,2,50,1,0
7040,40,1,0,0,7,0,6,40,0,0
7041,38,14,1,0,9,0,2,50,1,0
7042,36,14,1,0,7,0,0,40,0,0
7043,47,10,1,0,16,0,2,40,1,1
7044,70,4,1,0,10,0,4,5,0,0
7045,56,8,0,0,5,4508,2,28,0,0
7046,55,3,1,0,9,15024,2,35,1,1
7047,50,1,0,0,10,0,0,40,0,0
7048,26,4,0,0,9,0,0,40,0,0
7049,40,7,1,0,10,0,2,37,0,0
7050,42,3,1,0,9,0,2,40,0,0
7051,21,1,1,0,10,0,4,40,0,0
7052,37,4,0,0,9,0,0,12,0,0
7053,21,12,0,0,10,0,4,30,0,0
7054,80,5,1,0,2,1086,6,20,0,0
7055,27,1,1,0,9,0,4,40,0,0
7056,25,0,1,0,13,0,4,40,0,0
7057,71,5,1,0,9,0,2,35,0,0
7058,23,0,1,0,13,2907,4,40,0,0
7059,24,4,1,0,13,0,4,48,0,0
7060,46,7,1,0,9,0,2,50,0,0
7061,43,10,1,1902,13,0,2,40,1,1
7062,27,6,1,0,9,0,4,37,0,0
7063,55,5,1,0,10,0,2,72,0,0
7064,18,8,1,0,7,0,4,40,0,0
7065,29,0,1,0,9,0,4,50,0,0
7066,57,4,1,0,10,7688,2,45,1,1
7067,36,5,1,0,6,0,2,60,0,0
7068,46,14,1,0,9,0,5,40,0,0
7069,70,0,1,1844,10,0,2,24,0,1
7070,27,8,1,0,10,0,2,40,0,0
7071,54,10,1,0,10,0,2,40,1,0
7072,32,3,1,0,9,0,2,44,0,0
7073,32,12,1,0,9,0,2,50,0,0
7074,52,12,1,0,10,0,2,55,1,0
7075,45,12,1,0,13,0,2,40,1,1
7076,29,0,1,0,10,0,0,40,0,0
7077,53,14,1,0,9,0,5,30,0,0
7078,59,4,1,0,10,0,2,60,1,0
7079,28,3,1,0,9,0,2,40,0,0
7080,47,4,1,1138,13,0,0,40,0,0
7081,31,1,0,0,10,0,4,40,0,0
7082,63,0,1,0,9,0,2,20,0,0
7083,59,14,1,0,6,0,2,50,0,0
7084,24,8,0,0,9,0,0,40,0,0
7085,64,12,0,0,9,0,2,21,0,0
7086,58,12,1,0,13,0,2,55,1,1
7087,49,3,1,0,11,0,2,50,0,1
7088,42,1,0,0,10,0,0,40,0,0
7089,23,1,1,0,10,0,0,40,0,0
7090,46,3,1,0,8,0,2,45,0,0
7091,27,14,1,0,9,0,0,40,0,0
7092,34,3,1,0,10,0,2,48,1,0
7093,31,7,1,0,9,0,2,40,0,0
7094,56,6,1,0,9,0,4,28,0,0
7095,29,3,1,0,10,0,4,45,0,0
7096,27,1,0,0,9,0,4,40,0,0
7097,56,8,1,0,9,0,0,40,0,0
7098,30,3,1,0,9,4386,2,70,1,1
7099,55,4,1,0,9,0,2,55,0,0
7100,38,8,1,0,10,0,4,40,0,0
7101,50,7,1,1848,9,0,2,48,1,1
7102,61,3,1,0,8,0,2,40,0,0
7103,36,3,1,0,9,0,2,40,0,0
7104,22,0,1,0,10,0,4,40,0,0
7105,24,12,1,0,10,0,4,25,0,0
7106,30,3,1,0,10,0,2,40,0,0
7107,42,4,1,0,13,0,2,40,0,1
7108,34,10,1,0,10,0,0,40,1,0
7109,39,3,1,0,10,0,2,40,0,0
7110,30,6,1,0,11,0,2,38,0,0
7111,23,7,0,0,9,3942,2,40,0,0
7112,34,7,1,0,12,0,0,40,0,0
7113,41,12,0,0,9,0,0,38,0,0
7114,47,12,1,1887,13,0,2,40,1,1
7115,32,10,0,0,14,0,4,20,0,0
7116,51,3,1,0,9,0,2,40,0,0
7117,40,7,1,0,10,0,2,40,1,0
7118,44,4,1,2415,13,0,2,50,1,1
7119,19,4,1,0,10,0,4,30,0,0
7120,31,1,0,0,13,0,2,25,0,0
7121,21,1,0,0,9,0,4,35,0,0
7122,23,8,1,0,9,0,2,40,0,0
7123,52,13,1,0,11,5013,2,40,0,0
7124,24,6,1,0,9,0,4,40,0,0
7125,53,14,1,0,10,7298,2,45,1,1
7126,24,6,1,0,9,0,2,40,0,0
7127,36,3,1,0,9,0,4,65,0,0
7128,20,0,1,1602,8,0,4,40,0,0
7129,53,1,0,0,10,0,4,40,0,0
7130,24,3,1,0,7,0,4,35,0,0
7131,24,8,0,1762,9,0,4,40,0,0
7132,20,6,1,0,10,0,4,50,0,0
7133,52,7,1,0,9,0,2,40,0,1
7134,56,12,1,0,14,0,4,16,0,0
7135,63,4,0,0,10,0,0,40,0,0
7136,38,4,0,0,9,15024,2,40,1,1
7137,30,8,0,0,10,0,0,30,0,0
7138,30,12,0,0,9,0,4,40,0,0
7139,18,8,1,0,7,0,4,7,0,0
7140,50,7,1,0,7,0,2,40,0,0
7141,51,0,1,0,9,0,2,40,1,0
7142,32,10,0,0,10,0,2,40,0,0
7143,22,6,1,0,5,0,4,40,0,0
7144,28,0,0,0,13,0,3,10,0,0
7145,35,10,1,0,13,0,2,60,0,1
7146,33,0,0,0,11,7688,2,50,1,1
7147,31,14,1,0,9,0,0,55,0,0
7148,20,12,0,0,10,0,4,40,0,0
7149,34,8,0,0,10,0,4,35,0,0
7150,39,5,1,0,7,0,0,1,0,0
7151,27,1,1,0,13,0,4,40,0,0
7152,38,3,1,0,9,0,2,65,0,0
7153,46,1,1,0,9,0,2,40,1,0
7154,64,6,1,0,1,0,2,40,0,0
7155,31,10,1,0,13,0,2,40,1,0
7156,44,4,0,0,13,0,0,40,0,0
7157,40,7,0,0,9,0,6,40,0,0
7158,33,1,0,0,10,0,4,40,0,0
7159,45,4,1,0,10,0,2,60,1,0
7160,55,12,1,0,9,4064,2,40,0,0
7161,51,4,0,0,13,0,2,40,1,1
7162,48,13,1,0,13,0,2,45,1,0
7163,56,10,1,0,15,99999,2,40,1,1
7164,47,10,1,0,13,0,2,45,1,1
7165,57,14,1,0,9,0,0,45,0,1
7166,35,14,1,0,13,0,2,40,0,1
7167,32,4,0,0,11,10520,0,80,1,1
7168,34,4,1,0,9,0,2,40,0,0
7169,24,12,0,0,9,0,0,30,0,0
7170,29,10,1,0,9,0,5,25,0,0
7171,30,12,1,0,13,0,2,40,1,1
7172,43,12,1,0,10,7298,2,40,1,1
7173,27,14,1,0,9,0,2,60,0,0
7174,41,1,0,0,13,0,2,40,1,1
7175,33,8,0,0,9,0,0,40,0,0
7176,42,10,1,0,11,0,2,40,1,1
7177,33,3,1,0,10,0,2,40,0,0
7178,48,10,0,0,14,0,4,52,0,0
7179,23,10,0,0,13,0,4,45,0,0
7180,35,1,1,0,9,0,4,40,0,0
7181,33,14,1,0,9,0,2,40,0,0
7182,30,3,1,0,10,0,3,60,1,0
7183,45,8,0,0,9,0,5,35,0,0
7184,30,7,1,0,9,0,2,45,0,0
7185,66,12,1,0,13,401,0,20,0,0
7186,27,4,1,0,13,0,4,45,0,0
7187,39,10,1,0,13,0,2,48,1,1
7188,23,8,0,0,10,0,4,30,0,0
7189,26,4,0,0,13,0,4,50,0,0
7190,26,4,0,0,13,0,4,40,0,0
7191,29,8,0,0,9,0,4,52,0,0
7192,40,12,1,0,14,3103,2,43,1,1
7193,19,10,1,0,10,0,4,10,0,0
7194,47,1,0,0,9,0,0,40,0,0
7195,55,13,1,0,10,0,2,40,1,0
7196,30,10,0,0,13,0,4,40,0,0
7197,50,10,0,0,13,0,6,40,0,0
7198,39,7,1,0,6,0,5,40,0,0
7199,52,4,0,0,13,0,6,55,0,0
7200,22,3,1,0,6,0,4,40,0,0
7201,17,8,1,0,8,0,4,16,0,0
7202,55,0,1,0,8,0,6,30,0,0
7203,33,4,0,0,14,14084,0,50,1,1
7204,65,12,0,0,9,0,6,24,0,0
7205,32,10,1,0,15,14084,4,55,1,1
7206,41,14,1,0,5,0,2,35,0,0
7207,32,4,1,0,10,0,2,40,1,0
7208,34,10,1,2258,14,0,4,50,0,0
7209,33,6,1,0,6,0,4,40,0,0
7210,22,8,1,0,10,1055,4,20,0,0
7211,32,13,1,0,11,0,2,45,1,0
7212,22,1,1,0,10,0,4,40,0,0
7213,56,6,1,0,9,0,2,40,0,0
7214,53,0,1,0,4,0,5,40,0,0
7215,47,14,1,0,3,0,2,20,0,0
7216,40,7,0,0,7,0,4,37,0,0
7217,55,1,0,0,11,0,0,40,0,0
7218,23,5,1,0,6,0,2,40,0,0
7219,60,4,1,0,13,0,2,45,1,1
7220,24,3,1,0,9,0,2,50,0,0
7221,32,11,1,0,9,0,2,90,0,0
7222,28,11,0,0,13,0,4,40,0,0
7223,53,3,1,0,10,7688,2,40,1,1
7224,42,10,1,0,14,0,2,40,0,1
7225,53,6,1,0,13,0,2,55,0,1
7226,38,8,0,0,9,0,0,70,0,0
7227,32,5,1,1902,9,0,2,55,1,1
7228,76,0,0,0,9,0,6,2,0,0
7229,38,1,0,0,10,0,2,30,0,0
7230,43,5,1,0,2,0,2,70,0,0
7231,23,0,0,0,10,0,4,12,0,0
7232,49,1,0,0,9,0,6,40,0,0
7233,25,7,1,0,9,0,4,40,0,0
7234,38,10,1,0,11,0,2,48,0,1
7235,33,12,1,0,12,0,4,32,0,0
7236,17,8,0,0,6,0,4,14,0,0
7237,40,11,0,0,9,0,0,40,0,0
7238,33,0,0,0,7,0,4,40,0,0
7239,49,1,1,0,10,0,0,40,0,0
7240,23,8,1,0,10,0,2,40,0,0
7241,29,7,1,0,9,3137,2,48,0,0
7242,48,3,1,0,10,0,2,40,1,1
7243,44,4,1,1887,14,0,2,60,1,1
7244,23,10,0,0,12,0,4,52,0,0
7245,30,8,1,0,9,0,2,40,0,0
7246,34,4,0,0,14,0,4,50,0,0
7247,33,10,1,0,13,0,2,60,1,0
7248,39,7,1,1590,6,0,6,40,0,0
7249,40,3,1,0,9,0,2,40,1,0
7250,37,7,1,0,5,0,2,50,1,0
7251,55,1,0,0,9,0,0,40,0,0
7252,47,14,1,0,9,0,2,40,1,0
7253,61,8,1,0,10,0,0,25,0,0
7254,19,3,0,0,10,0,4,15,0,0
7255,30,7,1,0,10,0,2,40,0,0
7256,24,8,0,0,11,0,4,38,0,0
7257,73,10,1,0,16,0,2,28,1,0
7258,44,10,1,0,14,0,2,42,1,1
7259,41,11,1,0,10,0,2,45,1,1
7260,47,4,1,0,13,0,2,50,1,1
7261,48,0,1,0,9,0,2,48,1,0
7262,34,5,1,1974,9,0,4,30,0,1
7263,37,1,1,0,10,0,2,50,0,1
7264,18,1,0,0,10,0,4,20,0,0
7265,45,1,0,0,9,0,4,37,0,0
7266,73,10,1,0,13,0,2,15,0,0
7267,31,8,1,0,10,0,2,40,0,0
7268,42,3,1,0,10,0,2,45,0,0
7269,31,3,1,0,9,0,2,40,0,0
7270,41,3,1,0,9,0,2,45,1,0
7271,47,4,1,0,13,0,2,40,1,1
7272,58,6,1,0,5,0,2,60,0,0
7273,31,10,1,0,15,0,2,25,1,0
7274,48,10,1,0,14,0,2,40,1,1
7275,27,11,1,0,10,0,4,40,0,0
7276,39,12,1,1380,10,0,0,70,0,0
7277,33,10,1,0,15,0,4,42,1,0
7278,38,4,1,0,7,0,0,55,0,0
7279,35,7,1,0,10,0,2,40,0,0
7280,21,3,1,0,9,0,4,40,0,0
7281,34,1,0,0,9,0,5,40,0,0
7282,57,10,1,0,9,0,2,60,1,0
7283,34,3,1,0,9,0,2,40,0,0
7284,36,4,0,0,11,7298,2,55,1,1
7285,41,1,1,0,10,0,2,40,0,0
7286,37,8,0,0,10,0,4,18,0,0
7287,41,8,1,0,9,0,4,30,0,0
7288,45,3,1,0,9,0,2,45,0,0
7289,55,3,0,0,9,0,0,20,0,0
7290,43,14,1,0,9,0,0,40,0,0
7291,67,0,0,0,4,0,6,6,0,0
7292,23,1,1,0,10,0,4,15,0,0
7293,44,3,1,0,9,0,2,41,0,0
7294,19,0,0,0,10,0,4,25,0,0
7295,47,10,0,0,10,0,6,40,0,0
7296,28,3,1,0,9,0,2,40,0,0
7297,33,12,1,0,13,0,2,55,0,0
7298,70,4,1,0,5,0,2,18,0,0
7299,33,6,1,0,5,0,0,70,0,0
7300,33,1,0,0,9,0,0,40,0,0
7301,27,14,1,0,9,2174,4,40,0,0
7302,35,12,1,1887,9,0,2,50,1,1
7303,60,1,0,0,6,0,0,40,0,0
7304,44,3,1,0,10,0,0,40,0,0
7305,49,1,0,0,10,0,0,44,0,0
7306,33,4,1,0,13,0,2,50,0,1
7307,36,4,1,0,9,41310,2,90,0,0
7308,30,10,1,0,14,0,2,17,0,0
7309,38,3,1,0,9,0,0,40,0,0
7310,63,3,1,0,6,0,0,20,0,0
7311,30,12,1,0,10,0,2,75,0,0
7312,19,8,0,0,10,0,4,24,0,0
7313,30,12,0,0,13,3103,2,55,1,1
7314,21,1,0,0,12,0,4,10,0,0
7315,58,1,1,0,13,0,2,35,1,0
7316,58,12,1,0,10,0,2,40,0,0
7317,34,10,0,0,13,0,2,46,1,0
7318,41,8,1,0,9,0,4,40,0,0
7319,42,12,1,0,4,0,2,30,0,0
7320,46,12,1,0,9,0,2,40,0,0
7321,31,13,1,0,11,0,2,40,0,1
7322,24,12,1,0,13,0,4,55,0,0
7323,49,11,1,0,9,0,6,40,0,0
7324,28,8,0,0,9,0,4,40,0,0
7325,35,10,1,0,13,0,2,40,1,1
7326,35,6,1,0,9,0,2,40,0,0
7327,30,10,1,0,14,0,4,45,1,0
7328,33,1,0,1740,9,0,2,25,0,0
7329,40,10,0,0,10,0,0,38,0,0
7330,31,1,0,0,10,2463,4,38,0,0
7331,30,1,1,0,10,0,4,40,0,0
7332,63,3,1,0,13,0,2,40,0,1
7333,30,10,1,0,13,0,4,40,0,0
7334,66,8,1,0,13,0,6,12,0,0
7335,46,4,0,0,10,0,2,40,1,1
7336,50,3,1,0,9,0,2,40,0,0
7337,22,1,0,0,9,0,3,40,0,0
7338,26,10,0,0,14,0,4,40,0,0
7339,47,10,1,0,13,0,2,60,1,1
7340,53,12,1,0,9,0,2,35,0,0
7341,22,12,0,0,10,0,4,25,0,0
7342,52,12,0,0,10,0,6,40,0,0
7343,58,10,1,0,13,0,2,40,0,1
7344,67,10,0,0,9,20051,2,30,1,1
7345,37,10,1,0,14,0,2,60,1,1
7346,68,8,0,0,4,0,6,20,0,0
7347,31,13,1,0,13,3325,4,60,0,0
7348,41,12,0,0,16,0,0,50,1,1
7349,27,3,1,0,12,0,3,50,0,0
7350,26,3,1,0,9,0,4,40,0,0
7351,54,10,0,0,10,0,4,40,0,0
7352,52,7,0,0,9,0,0,35,0,0
7353,41,12,1,0,13,0,2,40,1,1
7354,49,4,1,0,9,0,2,72,0,0
7355,19,8,0,0,10,0,4,25,0,0
7356,23,12,1,0,10,0,4,40,0,0
7357,61,10,1,0,13,0,3,40,0,0
7358,40,7,1,1980,9,0,0,48,0,1
7359,39,3,1,0,9,0,2,50,0,0
7360,33,3,0,0,10,0,2,60,0,1
7361,50,14,1,0,9,0,2,40,0,0
7362,49,0,1,0,10,0,4,35,0,0
7363,26,6,1,0,10,0,4,35,0,0
7364,43,0,1,0,9,0,0,45,0,0
7365,43,10,0,0,13,0,0,60,0,0
7366,25,8,0,0,11,0,5,34,0,0
7367,21,8,0,0,10,0,4,40,0,0
7368,49,10,0,0,15,0,4,55,1,1
7369,39,4,1,0,13,0,2,40,0,1
7370,42,8,1,0,9,0,2,40,0,0
7371,35,10,1,1887,14,0,2,40,1,1
7372,39,5,1,0,11,0,2,60,0,0
7373,51,12,1,0,10,0,2,40,0,1
7374,17,3,1,0,7,0,4,20,0,0
7375,30,0,0,0,10,0,4,30,0,0
7376,17,5,1,0,6,0,4,40,0,0
7377,36,10,1,0,12,0,2,70,0,0
7378,30,1,0,0,10,0,4,40,0,0
7379,35,12,1,0,10,0,4,48,0,0
7380,29,3,1,0,9,0,4,50,0,0
7381,26,3,1,0,9,0,4,20,0,0
7382,37,4,1,0,9,0,2,60,0,0
7383,27,5,1,0,1,41310,2,24,0,0
7384,29,1,0,0,10,0,5,40,0,0
7385,65,7,1,0,10,6514,2,40,1,1
7386,30,10,1,0,14,0,2,38,0,1
7387,45,7,1,0,3,0,2,40,0,0
7388,68,10,1,0,13,0,2,40,1,1
7389,53,13,1,0,13,0,0,40,0,0
7390,30,3,1,0,9,0,4,40,0,0
7391,47,0,0,0,10,0,0,42,0,0
7392,48,8,0,0,9,0,6,25,0,0
7393,48,5,1,0,10,0,0,45,0,0
7394,64,1,0,0,9,0,6,30,0,0
7395,28,13,1,0,10,0,4,24,0,0
7396,42,4,0,0,10,0,6,55,0,0
7397,50,14,1,0,12,0,2,55,1,1
7398,46,4,1,0,10,7688,2,38,1,1
7399,36,4,0,0,9,0,0,40,0,0
7400,45,3,1,0,9,0,2,50,1,0
7401,25,6,1,0,12,0,4,20,0,0
7402,21,8,0,0,10,0,4,12,0,0
7403,25,10,1,0,9,0,4,40,0,0
7404,52,3,1,0,13,0,2,50,1,1
7405,24,1,1,0,9,0,2,40,0,0
7406,53,4,0,0,7,0,6,30,0,0
7407,37,5,1,0,9,0,3,40,0,0
7408,27,1,1,0,9,4865,0,50,0,0
7409,28,0,0,0,9,0,4,40,0,0
7410,22,0,1,0,10,0,4,40,0,0
7411,40,1,0,0,13,0,0,35,0,0
7412,26,6,1,0,7,0,4,20,0,0
7413,17,0,0,0,6,0,4,30,0,0
7414,23,11,1,0,11,0,2,40,0,0
7415,18,5,1,0,9,0,4,11,0,0
7416,21,12,0,0,10,0,4,15,0,0
7417,64,12,0,0,9,0,6,17,0,0
7418,56,14,1,0,9,0,2,48,1,0
7419,55,1,1,0,9,0,0,40,0,0
7420,44,6,1,0,9,0,2,40,1,0
7421,37,0,1,0,6,0,2,84,0,0
7422,39,4,1,0,13,0,2,40,1,1
7423,44,4,0,0,9,3103,2,40,1,1
7424,21,0,0,0,10,0,4,35,0,0
7425,30,3,1,0,10,0,3,40,0,0
7426,32,10,1,0,13,0,2,40,1,0
7427,33,1,0,0,10,0,4,38,0,0
7428,18,5,1,0,5,0,4,20,0,0
7429,62,5,1,0,3,0,2,30,0,0
7430,24,1,0,0,13,0,4,40,0,0
7431,27,14,1,0,10,0,2,40,1,0
7432,44,4,1,0,13,0,2,40,1,1
7433,25,1,0,0,9,0,4,40,0,0
7434,59,8,0,0,6,0,6,40,0,0
7435,27,4,0,0,10,0,2,40,1,0
7436,39,4,1,0,10,0,2,84,1,0
7437,22,10,1,0,10,0,4,15,0,0
7438,19,12,1,0,10,0,4,30,0,0
7439,19,0,0,0,9,0,4,28,0,0
7440,57,10,1,0,10,0,2,40,1,0
7441,68,8,0,0,6,0,5,90,0,0
7442,61,8,1,0,7,0,2,40,1,0
7443,63,12,1,0,10,7298,2,48,1,1
7444,20,8,0,0,10,0,4,40,0,0
7445,50,14,1,0,13,7298,2,40,1,1
7446,21,0,1,0,10,0,4,40,0,0
