,id,age,education_num,capital_gain,capital_loss,hours_week,over_50k,workclass,education_level,marital_status,occupation,relationship,race,sex,country
45289,45290,38,9,0,0,50,1,5,11,2,3,0,4,1,39
41320,41321,35,13,0,0,55,1,4,9,2,4,0,4,1,39
43628,43629,47,13,0,0,60,0,4,9,2,12,0,4,1,39
15596,15597,68,9,0,0,45,0,0,11,2,0,0,4,1,39
46866,46867,32,13,0,0,40,1,4,9,2,10,0,4,1,39
28554,28555,26,12,0,0,36,0,4,7,4,10,1,4,0,39
33646,33647,48,9,0,0,45,0,6,11,5,8,4,4,0,39
21740,21741,26,6,0,0,55,0,4,0,2,3,0,4,1,39
32449,32450,44,14,0,0,50,1,5,12,2,12,0,4,1,0
39576,39577,30,10,0,0,40,0,4,15,4,12,1,4,1,39
11676,11677,25,6,0,0,40,0,4,0,4,7,1,4,0,4
25830,25831,58,7,0,0,60,0,5,1,2,14,0,4,1,39
8707,8708,24,13,0,0,40,0,4,9,4,4,1,4,0,39
29051,29052,20,10,0,0,35,0,4,15,4,12,3,4,1,39
30424,30425,34,10,0,0,40,1,4,15,2,5,0,4,1,39
1059,1060,45,9,0,0,47,1,4,11,2,3,0,4,1,39
3702,3703,26,9,0,0,40,0,4,11,4,3,1,2,1,39
15979,15980,48,8,0,0,50,0,4,2,2,4,0,4,1,39
30683,30684,41,15,0,1977,50,1,4,14,2,10,0,4,1,39
23160,23161,40,9,0,0,40,0,4,11,0,11,1,2,0,39
39645,39646,49,9,0,0,50,0,4,11,0,3,4,4,1,39
48090,48091,19,7,0,0,40,0,0,1,4,0,3,4,1,39
24370,24371,62,10,0,0,20,0,4,15,2,14,0,2,1,39
16662,16663,41,10,0,0,40,1,4,15,2,3,0,4,1,39
6876,6877,43,14,0,0,40,1,2,12,2,10,0,4,1,39
11117,11118,29,10,0,0,40,0,4,15,4,12,4,4,0,39
46151,46152,53,9,0,0,40,0,2,11,2,3,0,4,1,39
45003,45004,39,13,0,0,40,0,4,9,0,1,4,4,0,39
2797,2798,26,13,0,0,45,0,4,9,4,1,1,4,1,39
1126,1127,35,9,0,0,50,1,4,11,2,14,0,4,1,39
37093,37094,70,11,0,0,40,0,6,8,2,5,0,4,1,39
13629,13630,40,10,0,0,40,0,4,15,2,1,5,4,0,6
27293,27294,26,9,0,0,45,0,6,11,2,4,0,4,1,39
41877,41878,28,9,0,0,40,0,4,11,4,4,3,4,0,39
605,606,48,9,0,0,37,0,4,11,4,1,4,2,0,39
45602,45603,25,12,0,0,40,0,4,7,4,3,1,4,1,39
8193,8194,34,11,3103,0,60,1,0,8,2,0,0,4,1,39
19099,19100,35,11,0,0,40,0,4,8,4,13,1,4,1,39
31424,31425,27,9,0,0,40,0,4,11,2,13,5,4,0,39
14997,14998,43,14,7688,0,53,1,4,12,2,4,0,4,1,39
19638,19639,34,9,0,0,35,0,4,11,4,4,4,4,0,39
44909,44910,29,9,0,0,40,0,4,11,2,5,0,4,1,39
46755,46756,21,9,0,0,50,0,4,11,4,8,1,2,0,39
12203,12204,26,10,0,0,40,0,4,15,0,1,1,4,0,39
36560,36561,31,11,0,0,40,1,7,8,2,12,0,4,1,39
24882,24883,39,10,0,0,56,0,4,15,0,4,4,4,0,39
30853,30854,38,8,0,0,48,0,4,2,2,3,0,4,1,39
3573,3574,19,4,0,0,40,0,0,5,4,0,1,4,1,26
9078,9079,23,12,0,0,40,0,4,7,4,1,1,4,1,39
22659,22660,22,10,0,0,30,0,4,15,4,12,1,4,0,39
38229,38230,38,2,0,0,40,0,4,3,0,5,4,4,1,37
22835,22836,61,9,0,0,40,0,4,11,0,4,1,4,0,39
6951,6952,26,11,0,0,35,0,4,8,4,12,3,4,0,39
32720,32721,38,13,0,0,40,0,5,9,0,4,1,4,1,39
26534,26535,59,10,0,0,40,1,4,15,2,1,5,4,0,39
34746,34747,43,9,0,0,35,0,6,11,2,3,0,4,1,39
45405,45406,27,11,0,0,35,0,4,8,4,10,1,4,0,39
32692,32693,24,9,0,0,40,0,4,11,4,3,4,2,0,39
33729,33730,46,8,0,0,40,0,4,2,2,3,0,4,1,39
46948,46949,52,9,0,0,43,0,4,11,2,7,0,4,1,39
44917,44918,28,9,0,0,15,0,4,11,2,1,5,4,0,39
17344,17345,38,3,0,0,40,0,4,4,2,12,0,4,1,26
5598,5599,24,9,0,0,45,0,4,11,4,6,3,4,1,39
31198,31199,30,14,0,0,45,1,4,12,2,4,0,4,1,39
43118,43119,34,10,0,0,45,1,2,15,2,4,0,4,1,39
39132,39133,33,9,0,0,40,0,4,11,0,3,3,4,1,39
44209,44210,52,10,0,0,40,0,4,15,0,7,1,4,0,39
22178,22179,42,10,0,0,40,0,4,15,4,7,1,4,0,39
39531,39532,39,13,0,0,45,0,7,9,4,10,1,4,1,39
40563,40564,42,13,0,0,45,1,4,9,2,4,0,4,1,39
32296,32297,42,10,0,0,40,0,4,15,0,7,1,4,0,39
44855,44856,34,9,0,1672,40,0,4,11,2,6,5,2,0,39
38480,38481,31,13,0,0,40,0,4,9,4,10,1,4,0,39
4421,4422,53,9,99999,0,40,1,4,11,2,4,0,4,1,39
40862,40863,60,9,0,0,65,0,6,11,2,5,0,4,1,39
19463,19464,55,9,0,0,40,0,4,11,2,12,0,4,1,39
17232,17233,43,10,0,0,40,0,4,15,2,1,0,4,1,39
25306,25307,56,13,0,0,40,1,1,9,2,4,0,4,1,33
7170,7171,24,13,0,0,40,0,4,9,4,4,3,4,1,39
3504,3505,31,13,0,0,40,0,4,9,4,4,1,4,0,39
15568,15569,31,9,0,0,40,0,4,11,2,5,0,4,1,39
17276,17277,21,6,0,0,40,0,4,0,2,3,0,4,1,39
15881,15882,30,9,0,0,40,0,4,11,4,1,3,4,0,39
10115,10116,21,9,0,0,40,0,4,11,2,1,0,4,1,39
12823,12824,26,14,0,0,30,0,4,12,4,4,1,4,0,39
12670,12671,77,4,0,0,30,0,4,5,2,7,0,3,1,39
30455,30456,32,10,0,0,40,0,4,15,2,7,0,1,1,30
31877,31878,49,13,0,0,60,0,4,9,2,3,0,4,1,39
5204,5205,30,9,0,0,40,0,6,11,4,3,1,4,1,39
23814,23815,41,11,0,0,40,0,6,8,2,3,0,4,1,41
13476,13477,31,12,0,0,40,0,4,7,4,10,1,1,1,39
21868,21869,36,11,7298,0,55,1,4,8,2,4,5,4,0,39
8827,8828,35,9,0,0,50,1,5,11,2,4,0,4,1,39
24422,24423,58,2,0,0,50,0,4,3,5,5,1,2,1,39
17065,17066,22,9,0,0,40,0,4,11,4,8,3,4,1,39
46917,46918,52,4,0,0,40,0,4,5,2,7,0,4,1,39
23196,23197,49,15,15024,0,65,1,6,14,2,10,0,4,1,39
16529,16530,23,8,0,0,38,0,4,2,4,8,1,4,0,39
39250,39251,53,3,0,0,50,0,4,4,4,6,2,1,0,30
26549,26550,67,10,0,2457,40,0,0,15,2,0,0,4,1,39
30996,30997,26,13,0,0,35,0,7,9,4,4,1,4,0,39
45507,45508,41,7,0,0,20,0,4,1,0,11,1,4,0,39
29702,29703,33,9,0,0,45,0,4,11,2,12,5,4,0,39
12681,12682,34,8,0,0,40,0,4,2,2,3,0,4,1,13
4825,4826,47,10,0,0,44,1,4,15,2,1,0,4,1,39
10855,10856,48,10,0,0,42,1,2,15,2,11,0,4,1,39
33955,33956,42,4,0,0,35,0,4,5,6,6,1,4,0,39
767,768,22,10,0,0,30,0,4,15,2,12,5,4,0,11
7840,7841,38,13,0,0,50,1,4,9,2,7,0,4,1,39
3297,3298,76,9,0,0,40,1,0,11,2,0,0,4,1,2
11322,11323,58,10,0,0,20,0,7,15,6,10,1,4,0,39
43525,43526,26,10,0,0,30,0,4,15,4,8,1,4,1,39
22739,22740,27,13,0,0,40,0,4,9,2,4,0,4,1,39
36557,36558,33,14,0,0,40,0,4,12,4,12,1,4,0,39
514,515,28,9,0,0,45,0,4,11,0,3,1,4,1,39
18959,18960,47,9,0,0,40,0,4,11,2,14,0,4,1,39
5326,5327,59,9,0,0,48,0,4,11,2,5,0,4,1,39
39079,39080,34,9,0,0,40,0,4,11,2,14,0,4,1,39
23686,23687,40,6,0,0,40,1,4,0,2,4,0,4,1,39
10948,10949,51,6,0,0,40,0,4,0,3,3,2,4,1,39
432,433,40,13,2174,0,40,0,6,9,3,10,1,4,0,39
6772,6773,28,13,0,0,45,0,4,9,4,1,1,4,0,39
48456,48457,40,10,0,0,40,0,4,15,0,7,1,4,1,39
20681,20682,55,11,0,0,40,0,4,8,2,1,0,4,1,39
22890,22891,38,13,0,0,63,1,4,9,2,4,0,4,1,39
8454,8455,30,13,0,0,40,1,4,9,1,4,5,4,0,39
12834,12835,18,8,0,0,30,0,4,2,4,1,3,4,0,39
23129,23130,31,11,0,0,40,0,1,8,4,10,3,4,1,39
40292,40293,34,9,0,0,50,0,4,11,2,8,0,4,1,39
32052,32053,51,10,0,0,50,1,5,15,2,4,0,4,1,39
4762,4763,31,10,0,0,52,0,4,15,4,1,1,4,0,39
8680,8681,25,13,0,1590,35,0,4,9,4,3,3,4,1,39
35442,35443,23,6,0,0,10,0,4,0,2,6,0,4,1,39
48652,48653,69,9,0,0,38,0,4,11,0,12,2,4,0,39
31293,31294,54,9,0,0,40,1,4,11,2,4,0,4,1,39
28213,28214,27,9,0,0,40,0,2,11,2,7,0,4,1,39
47468,47469,45,13,0,0,40,1,1,9,2,10,0,4,1,39
37964,37965,46,9,0,0,40,0,4,11,2,3,0,4,1,39
31051,31052,41,10,0,0,36,0,4,15,0,13,4,2,0,39
31578,31579,36,13,7298,0,55,1,7,9,2,11,0,4,1,39
30278,30279,38,9,0,0,30,0,4,11,5,14,4,2,0,39
16521,16522,44,14,3908,0,50,0,4,12,2,1,0,4,1,39
46376,46377,33,10,7298,0,56,1,6,15,2,3,0,4,1,39
42669,42670,34,9,0,0,60,0,6,11,2,5,0,4,1,39
34803,34804,52,9,0,0,44,0,6,11,0,3,1,4,1,39
32372,32373,51,10,0,0,60,1,4,15,2,4,0,4,1,39
19210,19211,18,9,0,0,40,0,6,11,2,8,5,4,0,39
6917,6918,24,13,0,0,30,0,4,9,4,8,3,4,0,39
14241,14242,40,9,0,0,45,0,6,11,0,3,1,4,1,2
37052,37053,22,6,0,0,15,0,4,0,4,12,3,4,1,39
36370,36371,77,4,0,0,8,0,2,5,2,8,0,4,1,2
44737,44738,50,5,0,2002,40,0,7,6,2,10,0,4,1,39
30460,30461,32,8,0,0,40,0,7,2,4,1,4,4,0,39
44919,44920,57,9,0,0,40,0,1,11,2,14,0,4,1,39
19064,19065,31,4,0,0,40,0,4,5,5,3,1,4,0,39
24073,24074,47,9,0,0,40,0,0,11,2,0,0,4,1,39
10963,10964,52,10,0,0,40,0,2,15,2,3,0,4,1,39
11956,11957,52,9,0,0,22,0,6,11,2,14,0,4,1,39
5231,5232,52,13,0,0,40,1,4,9,0,4,1,4,1,39
34817,34818,40,9,0,0,40,0,4,11,2,7,0,2,1,39
45444,45445,23,13,0,0,50,0,0,9,4,0,1,4,1,39
21608,21609,29,10,0,0,40,0,4,15,4,8,1,4,1,39
19648,19649,44,6,0,0,35,0,4,0,4,5,4,4,1,39
3612,3613,52,13,7688,0,40,1,1,9,2,13,0,2,1,39
9195,9196,24,13,0,0,39,0,4,9,4,10,1,4,1,39
37169,37170,31,9,0,0,40,0,4,11,4,14,1,4,1,39
12741,12742,36,9,0,0,45,1,4,11,2,14,0,4,1,39
47725,47726,38,9,0,0,50,0,6,11,2,14,0,4,1,39
11575,11576,39,9,0,0,22,0,4,11,0,9,4,4,0,39
10021,10022,45,7,0,0,25,0,4,1,5,1,4,2,0,39
43051,43052,35,13,0,0,40,1,4,9,2,12,0,4,1,39
7056,7057,38,13,0,0,40,0,4,9,4,1,1,2,1,39
36612,36613,45,7,4386,0,40,1,4,1,2,7,0,4,1,39
16699,16700,50,13,0,0,45,1,5,9,2,10,0,4,1,22
8897,8898,29,10,0,0,41,1,4,15,4,8,1,4,0,39
46610,46611,26,16,0,0,20,0,4,10,4,3,2,2,1,39
42282,42283,63,7,0,1902,40,1,4,1,2,3,0,4,1,39
14088,14089,68,3,0,0,12,0,4,4,5,8,1,4,1,22
18340,18341,53,3,0,0,24,0,4,4,2,8,2,4,0,22
3821,3822,31,11,0,0,24,0,4,8,2,8,5,0,0,26
4228,4229,38,11,0,0,40,0,4,8,0,1,4,2,0,39
1667,1668,35,7,0,0,45,0,4,1,4,12,1,4,1,39
12738,12739,29,10,0,0,18,0,4,15,4,8,1,4,0,39
48098,48099,17,7,0,0,15,0,1,1,4,1,3,0,0,39
38363,38364,52,9,7688,0,40,1,4,11,2,1,5,4,0,39
29115,29116,26,10,0,0,25,0,4,15,4,1,1,4,0,39
44103,44104,32,10,0,0,40,0,4,15,4,13,1,2,0,39
4988,4989,43,10,0,0,50,1,5,15,2,4,0,4,1,39
9580,9581,35,13,0,0,28,0,1,9,4,13,1,1,1,0
6324,6325,39,14,0,0,50,1,4,12,2,12,0,4,1,39
18607,18608,60,9,0,0,44,0,4,11,6,8,1,4,0,39
44778,44779,37,9,0,0,40,1,4,11,2,11,0,4,1,39
10973,10974,50,10,0,0,45,0,4,15,0,3,1,2,0,39
29479,29480,33,9,0,0,60,0,6,11,2,12,0,4,1,39
30193,30194,20,10,0,0,40,0,4,15,4,8,3,4,0,39
23547,23548,41,9,0,0,40,0,4,11,4,7,4,4,0,39
15315,15316,60,16,7688,0,60,1,7,10,2,10,0,4,1,39
44037,44038,28,10,0,0,40,0,4,15,2,12,0,4,1,39
38900,38901,35,16,0,0,60,1,4,10,3,10,1,3,1,9
38008,38009,51,10,0,0,40,1,6,15,2,12,0,4,1,39
29383,29384,46,10,3325,0,55,0,4,15,0,14,3,4,1,39
422,423,32,13,0,0,40,1,7,9,2,4,5,4,0,39
37690,37691,54,13,0,0,40,0,4,9,2,13,0,4,1,39
45936,45937,44,14,0,0,50,1,4,12,2,12,0,4,1,39
26667,26668,59,6,0,0,36,0,6,0,2,4,5,4,0,39
36610,36611,19,9,0,0,40,0,4,11,4,8,3,4,1,39
33576,33577,40,13,0,0,40,1,1,9,2,3,0,4,1,39
16018,16019,55,9,0,0,40,1,4,11,2,3,0,4,1,39
2040,2041,23,13,0,0,40,0,4,9,4,4,4,4,1,39
11679,11680,32,11,0,0,50,0,4,8,0,4,1,4,0,39
33013,33014,43,14,0,0,40,1,1,12,2,10,0,4,1,39
16661,16662,26,10,0,0,35,0,4,15,4,8,1,4,0,39
253,254,19,10,0,0,40,0,2,15,4,1,3,4,1,39
47692,47693,19,10,0,0,20,0,4,15,4,1,1,4,0,39
9541,9542,39,10,0,0,45,0,2,15,0,10,3,4,0,39
34072,34073,55,4,0,0,80,0,6,5,2,12,0,4,1,39
39370,39371,61,10,0,1902,40,1,4,15,2,10,0,4,1,39
41337,41338,35,13,0,0,37,1,4,9,2,4,0,4,1,39
31526,31527,21,9,0,0,40,0,4,11,4,6,3,4,1,39
28225,28226,39,13,0,0,60,0,4,9,0,4,4,2,0,39
38698,38699,26,11,0,0,40,0,4,8,2,6,0,4,1,39
31114,31115,28,9,0,0,40,0,4,11,2,7,0,4,1,39
48322,48323,29,9,0,0,15,0,4,11,0,8,1,4,0,39
38440,38441,60,9,0,0,27,0,4,11,0,4,1,4,0,39
41953,41954,26,13,0,0,44,0,4,9,4,6,3,4,1,39
4237,4238,29,14,0,0,40,0,4,12,4,14,3,2,1,39
8184,8185,59,9,0,0,24,1,4,11,2,11,0,4,1,39
31063,31064,57,10,0,0,25,0,6,15,6,4,2,4,1,39
42027,42028,31,10,2174,0,52,0,4,15,5,12,1,4,1,39
33506,33507,38,16,0,0,40,1,4,10,2,10,0,1,1,3
24206,24207,43,9,0,0,35,0,4,11,2,8,5,4,0,39
20126,20127,37,13,0,0,50,1,4,9,2,4,0,4,1,39
3700,3701,53,10,0,0,60,1,4,15,2,4,0,4,1,39
25969,25970,28,7,0,0,40,0,4,1,2,3,0,4,1,39
18184,18185,22,9,0,0,40,0,4,11,4,8,3,4,0,39
42676,42677,43,10,0,1669,45,0,4,15,4,1,1,4,1,39
42880,42881,42,14,0,0,70,0,6,12,0,4,4,4,0,39
238,239,38,14,0,0,70,1,2,12,2,4,0,4,1,39
18662,18663,64,9,0,0,40,1,2,11,0,3,1,4,1,39
21233,21234,47,13,0,0,35,0,6,9,4,12,1,4,1,39
5001,5002,55,13,0,1590,38,0,4,9,4,13,2,4,0,39
46999,47000,26,13,0,0,20,0,7,9,4,10,1,4,0,39
41915,41916,36,13,0,0,50,0,0,9,4,0,3,4,0,39
36575,36576,23,13,0,0,30,0,4,9,4,10,3,4,0,39
25102,25103,51,8,0,0,40,0,4,2,2,14,0,4,1,39
29933,29934,49,13,0,0,40,0,4,9,2,4,0,4,1,39
33661,33662,34,9,0,0,40,0,7,11,5,8,1,4,0,39
16304,16305,38,9,0,0,40,0,4,11,2,3,0,4,1,39
39243,39244,25,5,0,0,40,0,4,6,4,6,1,4,1,26
33036,33037,73,10,0,0,75,0,6,15,6,5,1,4,0,39
48243,48244,22,9,0,0,30,0,4,11,3,12,4,4,0,39
12799,12800,52,9,0,0,38,0,4,11,0,7,1,4,0,39
44241,44242,30,9,0,0,45,0,5,11,2,4,0,4,1,39
42741,42742,34,6,0,0,20,0,4,0,4,8,4,2,0,39
15255,15256,30,9,0,0,40,0,4,11,5,7,1,2,1,39
40131,40132,34,10,0,0,50,0,6,15,4,5,3,4,1,39
35390,35391,59,13,0,0,40,0,4,9,6,4,1,4,0,39
20815,20816,39,8,0,0,40,0,4,2,2,7,0,4,1,39
8762,8763,34,9,0,0,40,0,4,11,3,7,4,4,0,39
29367,29368,33,13,0,0,40,0,1,9,2,10,0,4,1,39
42712,42713,21,12,0,0,40,0,4,7,4,1,1,2,0,39
47831,47832,25,13,0,0,60,0,4,9,4,1,4,4,0,39
22994,22995,41,5,0,0,35,0,4,6,2,14,0,4,1,39
1692,1693,19,9,0,0,50,0,4,11,4,12,3,4,1,39
23882,23883,32,13,0,0,40,0,4,9,4,4,1,4,1,39
15550,15551,38,13,0,0,50,0,4,9,2,10,0,4,1,39
10486,10487,20,10,0,0,35,0,0,15,4,0,1,4,0,39
5536,5537,54,10,0,0,30,0,2,15,2,14,0,2,1,39
17887,17888,18,6,0,0,40,0,4,0,4,6,3,4,1,39
14764,14765,40,11,0,0,40,0,2,8,0,4,4,4,0,39
3790,3791,47,13,0,0,45,0,4,9,0,12,1,4,1,39
1313,1314,51,9,0,0,40,0,4,11,0,1,4,4,0,39
7679,7680,37,11,7688,0,40,1,4,8,2,1,0,4,1,39
23995,23996,55,14,3103,0,55,1,6,12,2,12,0,4,1,39
17397,17398,45,10,0,1848,40,1,4,15,2,3,0,4,1,39
15793,15794,36,9,0,0,35,0,4,11,4,8,3,2,1,39
11149,11150,42,9,5178,0,40,1,4,11,2,3,0,4,1,39
40499,40500,24,5,0,0,40,0,1,6,4,1,2,2,1,39
10052,10053,61,9,0,0,24,0,4,11,6,1,4,4,0,39
25989,25990,61,10,0,0,40,1,4,15,2,13,5,4,0,39
37975,37976,66,9,0,0,16,0,4,11,6,12,1,4,0,39
25775,25776,17,7,0,0,40,0,4,1,4,1,3,4,1,39
22942,22943,41,9,0,0,40,0,4,11,2,14,0,4,1,39
44168,44169,20,9,0,0,35,0,3,11,3,0,2,4,1,39
40429,40430,41,10,0,0,30,0,6,15,2,7,0,4,1,39
12895,12896,42,14,0,0,60,1,4,12,2,4,0,4,1,39
40042,40043,41,10,0,0,30,0,5,15,2,12,5,4,0,39
5630,5631,46,9,0,0,40,0,4,11,5,12,1,4,0,39
35398,35399,29,14,0,0,40,0,7,12,4,10,1,4,1,39
23986,23987,31,10,15024,0,50,1,4,15,2,4,0,4,1,39
16017,16018,41,12,0,0,50,1,4,7,2,4,0,2,1,19
44662,44663,44,9,0,0,32,0,4,11,4,8,4,2,1,39
23528,23529,72,9,0,0,40,1,1,11,2,1,0,4,1,39
42252,42253,17,5,0,0,20,0,4,6,4,5,3,2,1,39
45396,45397,27,13,0,0,40,0,4,9,4,1,1,1,0,30
48100,48101,39,12,0,0,20,1,5,7,2,4,5,4,0,39
38672,38673,30,10,0,0,40,0,4,15,4,1,4,2,0,39
40717,40718,26,12,0,0,40,1,4,7,2,10,5,4,0,39
28284,28285,25,9,0,0,40,0,4,11,4,7,1,4,1,39
14222,14223,56,4,0,0,20,0,6,5,0,12,2,4,1,26
22275,22276,50,9,99999,0,50,1,6,11,2,3,0,4,1,39
35683,35684,18,8,0,0,20,0,4,2,4,12,3,4,0,39
39428,39429,55,9,0,0,40,0,4,11,0,12,4,4,0,39
2833,2834,58,15,0,1977,50,1,5,14,2,10,0,4,1,39
19062,19063,37,9,0,0,46,1,4,11,2,4,0,4,1,39
18690,18691,34,9,0,0,50,0,4,11,2,12,0,4,1,39
11430,11431,31,5,0,0,25,0,0,6,0,0,1,4,0,39
4456,4457,33,14,0,0,60,0,7,12,2,10,0,4,1,2
14488,14489,24,13,0,0,40,0,4,9,4,1,2,1,0,36
5709,5710,37,16,0,0,72,1,1,10,2,10,0,4,1,0
39198,39199,32,13,0,0,36,0,4,9,4,3,1,4,1,39
1644,1645,55,15,0,0,10,0,6,14,2,10,5,4,0,39
3264,3265,36,12,0,0,50,0,5,7,5,4,1,4,1,39
34521,34522,36,10,0,0,50,1,4,15,2,10,0,4,1,39
12162,12163,35,9,0,0,40,1,4,11,0,4,4,4,0,39
34484,34485,69,11,1848,0,50,0,4,8,6,1,1,4,0,39
2362,2363,36,10,7298,0,44,1,4,15,2,3,0,4,1,39
39462,39463,22,11,0,0,10,0,7,8,4,1,3,4,1,39
32657,32658,25,13,0,0,40,0,4,9,4,4,3,4,0,39
44401,44402,37,9,0,0,45,1,4,11,2,12,0,4,1,39
44343,44344,60,11,0,0,40,0,6,8,2,8,5,4,0,39
21240,21241,46,15,0,0,40,1,4,14,2,10,0,4,1,39
45377,45378,48,14,0,0,50,0,4,12,4,10,1,4,1,39
45296,45297,33,10,0,0,40,0,4,15,2,3,5,4,0,39
19858,19859,52,7,0,0,40,0,4,1,2,8,0,4,1,39
11656,11657,69,9,0,0,24,0,4,11,2,12,0,4,1,39
6253,6254,42,9,0,0,40,0,4,11,6,12,4,4,1,39
11742,11743,19,10,0,0,15,0,7,15,4,1,3,4,1,39
42045,42046,38,5,0,0,40,1,4,6,2,3,0,4,1,39
29777,29778,26,12,0,0,40,0,4,7,3,3,2,1,0,0
10985,10986,26,9,0,0,40,0,4,11,4,12,1,2,1,39
2623,2624,24,13,0,0,40,0,4,9,4,3,1,4,0,39
29242,29243,49,13,0,0,50,0,5,9,2,4,0,4,1,39
392,393,46,12,0,0,40,0,6,7,5,3,1,4,1,39
7102,7103,18,10,0,0,40,0,0,15,4,0,3,4,0,39
29113,29114,44,13,0,1977,40,1,4,9,2,7,0,4,1,39
10066,10067,27,9,0,0,30,0,4,11,4,8,2,2,0,39
7079,7080,31,9,0,0,40,1,6,11,2,3,0,4,1,39
11442,11443,33,12,0,880,40,0,4,7,0,1,1,4,0,39
44555,44556,59,9,0,0,35,0,4,11,0,8,4,2,0,23
17055,17056,26,10,0,0,40,0,4,15,2,10,0,4,1,39
6261,6262,41,9,0,0,40,0,4,11,5,1,4,4,0,39
41010,41011,43,14,0,0,35,1,7,12,2,10,0,0,1,39
46850,46851,35,11,0,0,40,0,6,8,2,5,0,4,1,39
28425,28426,75,10,0,0,8,0,0,15,2,0,0,4,1,39
31552,31553,26,9,0,0,40,0,4,11,0,1,3,4,0,39
13742,13743,18,7,0,0,8,0,4,1,4,12,3,2,0,39
37752,37753,50,10,0,0,50,1,4,15,2,3,0,4,1,39
42165,42166,21,9,0,0,40,0,4,11,4,7,3,4,1,39
44512,44513,32,9,0,0,40,0,4,11,4,7,1,4,1,24
9061,9062,23,9,0,0,40,0,4,11,4,1,3,4,0,39
11901,11902,40,9,0,0,50,0,4,11,2,7,0,4,1,39
10186,10187,56,13,14084,0,45,1,4,9,4,4,1,4,1,39
48498,48499,44,9,0,1902,40,1,4,11,2,6,0,2,1,39
12796,12797,41,9,0,0,40,0,4,11,0,8,1,4,0,39
47673,47674,26,9,0,0,40,0,4,11,2,3,0,4,1,39
45638,45639,41,13,0,0,50,0,5,9,2,10,0,4,1,39
14917,14918,35,16,0,0,60,0,4,10,2,10,0,4,1,39
33220,33221,37,9,0,0,45,0,4,11,0,12,4,4,1,39
3733,3734,64,14,0,0,5,1,7,12,2,10,5,4,0,39
35044,35045,54,9,0,1848,40,1,4,11,2,4,0,4,1,9
13845,13846,65,13,0,0,40,0,0,9,2,0,0,4,1,39
45340,45341,27,9,0,0,40,0,4,11,4,3,1,4,1,0
16363,16364,45,13,0,0,15,0,4,9,2,1,0,4,1,39
34210,34211,52,9,0,0,99,0,4,11,2,14,0,2,1,39
10428,10429,42,6,0,0,35,0,4,0,2,3,0,4,1,39
18906,18907,43,13,15024,0,40,1,7,9,2,10,0,1,1,0
30163,30164,36,11,0,0,50,0,0,8,0,0,3,4,1,39
3709,3710,41,13,0,1740,20,0,2,9,2,10,5,4,0,39
45331,45332,31,9,0,3770,37,0,4,11,4,1,4,4,0,33
16673,16674,38,10,0,0,40,1,4,15,2,3,0,1,1,30
11907,11908,54,9,0,0,45,0,4,11,0,14,1,4,1,39
7268,7269,41,10,0,0,46,1,4,15,0,3,1,4,1,39
24696,24697,46,5,0,0,43,0,4,6,2,7,0,4,1,39
14923,14924,18,4,0,0,40,0,4,5,4,8,3,4,0,39
17278,17279,26,10,0,0,50,0,4,15,4,10,1,3,1,39
20542,20543,30,9,0,0,40,0,4,11,5,1,4,2,0,39
35881,35882,46,9,0,0,42,0,1,11,0,4,1,4,1,39
18371,18372,29,11,0,0,56,0,2,8,0,11,4,4,1,39
21686,21687,65,9,0,0,25,0,0,11,6,0,2,4,0,39
45324,45325,42,9,0,0,40,0,4,11,6,4,1,4,0,39
22128,22129,55,14,7298,0,40,1,6,12,2,10,0,4,1,39
34433,34434,22,9,0,0,24,0,4,11,4,8,3,2,0,39
23074,23075,42,10,0,0,40,0,4,15,2,3,0,4,1,39
15037,15038,46,13,0,0,60,1,6,9,0,8,4,1,0,35
17797,17798,51,9,0,0,40,0,4,11,2,3,0,4,1,39
9037,9038,22,10,0,0,35,0,4,15,4,6,3,4,1,39
44572,44573,24,10,0,0,45,0,4,15,4,5,1,4,1,39
20508,20509,45,9,0,0,40,0,4,11,5,4,1,4,0,39
4757,4758,37,10,0,0,40,0,1,15,2,7,0,4,1,39
18364,18365,30,9,0,1887,50,1,6,11,2,4,0,4,1,39
43112,43113,43,10,0,0,50,1,5,15,4,4,1,4,1,39
46929,46930,38,9,15024,0,45,1,4,11,2,3,0,4,1,39
39267,39268,67,14,0,2457,40,0,4,12,2,10,0,4,1,39
43871,43872,26,9,0,0,42,1,4,11,2,3,0,4,1,39
5085,5086,52,9,0,0,98,1,6,11,2,5,0,4,1,39
3648,3649,26,13,0,0,40,0,1,9,4,4,1,4,0,39
17609,17610,79,8,18481,0,45,1,5,2,6,12,1,4,1,39
149,150,43,10,0,0,40,0,0,15,0,0,1,4,0,39
35003,35004,35,12,0,0,38,0,4,7,4,4,1,4,1,39
36933,36934,17,6,0,0,10,0,0,0,4,0,3,4,1,31
6163,6164,25,10,0,0,24,0,4,15,4,12,3,4,1,39
5682,5683,55,16,0,0,80,1,4,10,2,4,0,4,1,39
13828,13829,31,11,0,0,40,0,4,8,0,12,1,0,0,39
34975,34976,49,13,0,0,40,0,4,9,2,12,0,4,1,39
10575,10576,70,13,0,0,20,0,4,9,6,10,4,4,0,33
27527,27528,34,10,0,0,48,1,4,15,2,3,0,4,1,39
37377,37378,34,9,0,0,50,0,4,11,4,4,1,4,1,39
3326,3327,32,10,0,1590,54,0,4,15,0,5,1,4,0,39
